name,division,location,notice_date,start_day,end_day,release_date,rink
청주 SK VIEW 자이,민영,충청북도 청주시 흥덕구 봉명동 193,2022-06-10,2022-06-20,2022-06-23,2022-06-29,http://bmsg.co.kr
힐스테이트 불로 포레스트,민영,인천광역시 서구 불로동 불로지구 9블록 1로트 및 2로트(불로동 82번지 일원),2022-06-10,2022-06-20,2022-06-23,2022-06-29,https://www.hillstate.co.kr/s/#bulro_forest
음성 푸르지오 센터피크,민영,충청북도 음성군 대소면 성본산업단지 B2블럭,2022-06-09,2022-06-14,2022-06-17,2022-06-23,https://www.prugio.com/hc/2022/eumseong2/main/
주영 더 팰리스 지븐,민영,경상남도 통영시 광도면 죽림리 263-1번지 일원,2022-06-03,2022-06-15,2022-06-17,2022-06-23,https://blog.naver.com/jeo2505
고흥 승원팰리체 하이엔드,민영,전라남도 고흥군 고흥읍 남계리 1043번지,2022-06-03,2022-06-08,2022-06-10,2022-06-16,http://www.고흥승원팰리체.com
힐스테이트 황성,민영,경상북도 경주시 황성동 45번지 일원,2022-05-27,2022-06-07,2022-06-09,2022-06-15,https://www.hillstate.co.kr/s/#hwangsung
소사역 한라비발디 프레스티지,민영,경기도 부천시 소사본동 70-12,2022-05-27,2022-06-07,2022-06-10,2022-06-16,https://brand.halla.co.kr/bucheon
장흥역 경남아너스빌 북한산뷰 B-1(5)블럭(2단지),민영,경기도 양주시 장흥면 일영리 377외 29필지,2022-05-27,2022-06-07,2022-06-10,2022-06-16,http://www.장흥역경남아너스빌.kr
강서자이 에코델타(20블록) 공공분양주택,국민,부산광역시 강서구 강동동 공동 20BL,2022-05-27,2022-06-08,2022-06-13,2022-06-17,https://xi.co.kr/ecd
울산 온양발리 신일해피트리 더루츠,민영,울산광역시 울주군 온양읍 발리440-1일원,2022-05-20,2022-05-30,2022-06-02,2022-06-09,http://www.온양발리신일해피트리.com
마전 양우 내안애 퍼스트힐,민영,인천광역시 서구 마전동 1131-1,2022-05-31,2022-06-10,2022-06-15,2022-06-21,http://mj-yangwoo.co.kr/
e편한세상 제천 더프라임,민영,충청북도 제천시 장락동 469-7번지 외 8필지,2022-05-20,2022-05-30,2022-06-02,2022-06-09,https://dlcon-apt.co.kr/
사직 하늘채 리센티아,민영,부산광역시 동래구 사직동 566-3번지 일원,2022-06-10,2022-06-20,2022-06-23,2022-06-29,http://www.사직하늘채리센티아.com
중앙하이츠 더힐,민영,부산광역시 사하구 신평동 444-1번지 일원,2022-05-27,2022-06-07,2022-06-10,2022-06-16,https://www.중앙하이츠더힐.com
현대 프라힐스 소사역 더프라임,민영,경기도 부천시 소사본동 70-7외 6필지,2022-06-02,2022-06-13,2022-06-16,2022-06-22,http://www.prahills-sosa.com/
평촌 어바인퍼스트 더샵,민영,경기도 안양시 동안구 호계동 954-20번지 일원,2022-05-18,2022-05-30,2022-06-03,2022-06-10,https://www.평촌어바인퍼스트더샵.kr
힐스테이트 영광,민영,전라남도 영광군 영광읍 백학리 330번지 일원,2022-05-20,2022-05-30,2022-06-02,2022-06-09,http://www.hillstate-hec.co.kr/yg
트리마제 순천 2단지,민영,전라남도 순천시 조례동 161-10번지 외 51필지,2022-05-19,2022-05-30,2022-06-07,2022-06-14,http://doosansuncheontrimage.co.kr/
트리마제 순천 1단지,민영,전라남도 순천시 조례동 168번지 외 91필지,2022-05-19,2022-05-30,2022-06-07,2022-06-15,http://doosansuncheontrimage.co.kr/
수성포레스트스위첸,민영,대구광역시 수성구 파동로28길 11-9(파동),2022-05-13,2022-05-23,2022-05-26,2022-06-02,http://수성포레스트스위첸.com
이안 모란 센트럴파크,민영,경기도 성남시 중원구 하대원동 147-5번지,2022-05-13,2022-05-23,2022-05-26,2022-06-02,http://www.이안모란센트럴파크.com
초읍 월드메르디앙 에듀포레,민영,부산광역시 부산진구 초읍동 529-14번지 일원,2022-05-11,2022-05-23,2022-05-26,2022-06-02,https://초읍월드메르디앙에듀포레.com
조례 한양수자인 디에디션,민영,전라남도 순천시 조례동 1519-1번지 일원,2022-05-10,2022-05-20,2022-05-25,2022-05-31,http://www.sujain-de.co.kr
초혁신도시 반도유보라 마크브릿지,민영,강원도 원주시 관설동 1426번지 외 4필지,2022-04-29,2022-05-09,2022-05-11,2022-05-17,http://wj-ubora.com
만촌자이르네,민영,대구광역시 수성구 만촌동 883-38번지 일원,2022-04-29,2022-05-09,2022-05-11,2022-05-17,http://mc-xirn.com/
울진역 센트럴 두산위브,민영,경상북도 울진군 울진읍 읍남리 산53-12일원,2022-06-03,2022-06-13,2022-06-15,2022-06-21,http://www.울진역센트럴두산위브.com
제천자이 더 스카이,민영,충청북도 제천시 신월동 1474번지 (미니복합타운 D1블록),2022-05-06,2022-05-16,2022-05-19,2022-05-25,https://xi.co.kr/jecheon
김해 구산 푸르지오 파크테르,민영,경상남도 김해시 구산동 691번지 일원,2022-04-29,2022-05-09,2022-05-11,2022-05-17,https://www.prugio.com/hc/2022/gimhae
더샵 지제역 센트럴파크 1BL,민영,"경기도 평택시 지제동삭1로 163(동삭동, 더샵지제역센트럴파크1BL아파트)",2022-05-16,2022-05-26,2022-05-30,2022-06-07,http://thesharp-jijecentralpark1.kr/
장락동 세영리첼 에듀퍼스트,민영,충청북도 제천시 장락동 622-2 일원,2022-05-06,2022-05-16,2022-05-18,2022-05-24,http://jn-richell.com/
구서 남평 N-CITY,민영,부산광역시 금정구 구서동 162-10번지,2022-05-13,2022-05-23,2022-05-26,2022-06-03,https://m.blog.naver.com/k3ppp
휴온 아델리브 더 테라스,민영,제주특별자치도 서귀포시 대정읍 구억리 863번지 일원,2022-04-26,2022-05-02,2022-05-04,2022-05-11,http://www.휴온아델리브.com
e편한세상 옥정 리더스가든,민영,경기도 양주시 옥정동 옥정택지개발지구 A-24BL,2022-05-19,2022-05-30,2022-06-02,2022-06-09,https://www.elife.co.kr
금곡역한신더휴,민영,경기도 남양주시 금곡동 404-20번지 일원,2022-04-29,2022-05-09,2022-05-12,2022-05-18,http://nyj-thehue.com/
창동 다우아트리체 주상복합 아파트,민영,서울특별시 도봉구 창동 662-7번지 외 12필지,2022-05-12,2022-05-23,2022-05-26,2022-06-02,http://www.dawartriche.com/
제주 푸르지오 더 퍼스트,민영,제주특별자치도 서귀포시 대정읍 구억리 34번지 외,2022-04-29,2022-05-09,2022-05-10,2022-05-16,https://www.prugio.com/ht/2022/jeju
1호선 전곡역 제일풍경채 리버파크,민영,경기도 연천군 전곡읍 전곡리 85-12번지 일원,2022-04-29,2022-05-09,2022-05-11,2022-05-17,http://www.jg-jeil.co.kr/
태왕아너스 더힐,민영,대구광역시 달성군 유가읍 초곡리 426번지 일원,2022-05-04,2022-05-16,2022-05-18,2022-05-24,http://honors-thehill.com
영통 푸르지오 파인베르(A2BL),민영,경기도 수원시 영통구 망포동 종전부동산 망포지구 A2블록 (망포동 234-6번지 일원),2022-05-04,2022-05-16,2022-05-19,2022-05-25,https://www.prugio.com/ht/2022/yeongtong2/
영통 푸르지오 트레센츠(A1BL),민영,경기도 수원시 영통구 망포동 종전부동산 망포지구 A1블록 (망포동 234-7번지 일원),2022-05-04,2022-05-16,2022-05-19,2022-05-26,https://www.prugio.com/ht/2022/yeongtong1/
평택청북 세종 헤르메스,민영,경기도 평택시 청북읍 옥길리 1158-7,2022-05-13,2022-05-23,2022-05-25,2022-06-02,https://www.평택세종헤르메스.com
서충주 푸르지오 더 퍼스트,민영,충청북도 충주시 주덕읍 화곡리 1111번지 일원(충주기업도시 주상1블록),2022-04-22,2022-05-02,2022-05-04,2022-05-11,https://www.prugio.com/hb/2022/seochungju
힐스테이트 환호공원 2블록,민영,경상북도 포항시 북구 양덕동 산235번지 외 31필지,2022-05-19,2022-05-30,2022-06-02,2022-06-10,https://www.hillstate.co.kr/s/#hwanhopark
힐스테이트 환호공원 1블록,민영,경상북도 포항시 북구 양덕동 산261 외 44필지,2022-05-19,2022-05-30,2022-06-02,2022-06-09,https://www.hillstate.co.kr/s/#hwanhopark
e편한세상 시흥장현 퍼스트베뉴,국민,경기도 시흥시 시흥장현공공주택지구 B-10블록,2022-04-22,2022-05-02,2022-05-04,2022-05-12,https://www.dlcon-apt.co.kr/
한일 베라체 인비디아,민영,제주특별자치도 제주시 한경면 낙천리 927번지 외 8필지,2022-04-20,2022-05-02,2022-05-03,2022-05-10,http://www.hanilverace-invidia.com/
센텀 아스트룸  SK VIEW,민영,부산광역시 해운대구 반여동 1349번지 일원,2022-04-21,2022-05-02,2022-05-06,2022-05-12,https://www.ca-sk.co.kr
정관풀리페,국민,부산광역시 기장군 정관읍 정관5로 144(정관 풀리페),2022-04-27,2022-05-12,2022-05-13,2022-05-20,https://www.bmc.busan.kr/
남악 오룡지구 36BL 남악오룡 시티프라디움,민영,전라남도 무안군 일로읍 남악신도시 오룡택지지구 36BL,2022-04-22,2022-05-02,2022-05-04,2022-05-11,http://www.남악오룡시티프라디움.com
주안 센트럴 파라곤,민영,인천광역시 미추홀구 주안2동 590-22번지 일원,2022-05-13,2022-05-23,2022-05-26,2022-06-02,http://www.주안센트럴파라곤.com
브라운스톤 인터포레,민영,경기도 동두천시 생연동 284번지 일원,2022-04-07,2022-04-18,2022-04-21,2022-04-27,http://www.renewall-brownstone.co.kr/
무안 승원팰리체 더클래스,민영,전라남도 무안군 무안읍 성남리 327-1번지 외 5필지,2022-04-21,2022-04-26,2022-04-28,2022-05-04,http://www.무안승원팰리체.com
엘리프 송촌 더 파크,민영,대전광역시 대덕구 송촌동 산25-6번지 일원,2022-04-08,2022-04-19,2022-04-22,2022-04-28,http://www.엘리프송촌더파크.com
안성 공도 센트럴카운티 에듀파크,민영,경기도 안성시 공도읍 용두리 522-4번지 일원,2022-04-08,2022-04-18,2022-04-21,2022-04-27,http://센트럴카운티에듀파크.com
힐스테이트 창원 더퍼스트,민영,경상남도 창원시 성산구 내동 산33-1 일원,2022-04-08,2022-04-18,2022-04-21,2022-04-27,https://www.hillstate.co.kr/s/#changwon_thefirst
더샵 리듬시티,민영,경기도 의정부시 복합문화융합단지 내 공동 1블럭 (산곡동 399번지 일원),2022-04-15,2022-04-25,2022-04-28,2022-05-04,http://www.더샵리듬시티.kr
남양주 진접 부영 사랑으로 우선 분양전환 후 잔여세대,국민,경기도 남양주시 진접읍 해밀예당3로 38(부영사랑으로),2022-04-11,2022-04-21,2022-04-22,2022-04-28,http://jinjeop.sarangeuro.co.kr
인천시청역 한신더휴,민영,인천광역시 남동구 간석동 514번지 일원,2022-04-22,2022-05-02,2022-05-06,2022-05-12,http://www.ic-thehue.com/
리더스시티 5블록,국민,"대전광역시 동구 천동 228-9일대 (천동, 판암동 일원) 천동3구역 주거환경개선사업지구 내 5블록",2022-04-07,2022-04-18,2022-04-21,2022-04-27,http://www.리더스시티.com
완주이서 신일 해피트리,민영,전라북도 완주군 이서면 은교리 653-3 일원,2022-04-22,2022-05-02,2022-05-04,2022-05-11,http://www.완주이서신일해피트리.com/
문수로 푸르지오 어반피스,민영,울산광역시 남구 신정동 1266-6번지 일원,2022-03-30,2022-04-11,2022-04-14,2022-04-20,https://www.prugio.com/hc/2022/munsuro/
제주 더 프리모84,민영,제주특별자치도 제주시 조천읍 대흘리 1100번지 일원,2022-04-13,2022-04-25,2022-04-26,2022-05-02,http://theprimo84.com/
다대리슈빌,민영,부산광역시 사하구 다대동 948-3번지 외 4필지,2022-03-23,2022-04-04,2022-04-07,2022-04-15,https://다대리슈빌.com/
금남로 한신더휴 펜트하우스,민영,광주광역시 동구 금남로3가 1-3번지 일원,2022-05-12,2022-05-24,2022-05-27,2022-06-03,http://umodelhouse.com/
광안 스윗팰리스,민영,부산광역시 수영구 광안동 74-5번지 외 2필지,2022-04-19,2022-04-29,2022-05-04,2022-05-11,
군산 신역세권 한라비발디 센트로,민영,전라북도 군산시 내흥동 926,2022-03-31,2022-04-25,2022-04-27,2022-05-03,https://brand.halla.co.kr/gunsan/
화성 비봉지구 B3블록 예미지 센트럴에듀,민영,경기도 화성시 비봉면 삼화리 473,2022-03-31,2022-04-11,2022-04-13,2022-04-19,http://www.bb-yemizi.com/
창원현동 A-2BL 10년 분양전환 공공임대주택,국민,경상남도 창원시 마산합포구 현동310,2022-03-29,2022-04-08,2022-04-12,2022-04-18,http://현동남양휴튼.com/
디엘본가평설악,민영,경기도 가평군 설악면 신천리 산 45-27번지 일원,2022-03-25,2022-04-06,2022-04-08,2022-04-15,http://www.deelbon.com
양산 사송지구 C-2BL 우미린,민영,경상남도 양산시 사송지구 C-2BL,2022-03-25,2022-04-04,2022-04-06,2022-04-12,https://www.lynn.co.kr
파주운정신도시 디에트르 에듀타운(A38BL),민영,경기도 파주시 다율동 A38BL,2022-03-31,2022-04-11,2022-04-13,2022-04-21,http://detre-pj6.co.kr/
호반 써밋 제주,민영,제주특별자치도 제주시 용담2동 481-3번지 일원,2022-03-25,2022-04-04,2022-04-05,2022-04-11,https://hobansummit-jjyd.co.kr/
양산 한신더휴,민영,경상남도 양산시 평산동 589-3일원,2022-03-25,2022-04-04,2022-04-06,2022-04-13,http://www.yp-thehue.com/
주문진 삼부르네상스 오션포레,민영,강원도 강릉시 주문진읍 교항리 244-7외 9필지,2022-03-25,2022-04-04,2022-04-06,2022-04-14,http://www.주문진삼부르네상스오션포레.com
화성 비봉 B-4BL 우미린,민영,경기도 화성시 비봉면 삼화리 500,2022-03-31,2022-04-11,2022-04-13,2022-04-20,https://www.lynn.co.kr
아산 벨코어 스위첸,민영,충청남도 아산시 모종동 555-1외,2022-04-08,2022-04-18,2022-04-20,2022-04-26,http://아산벨코어스위첸.com
대구역자이 더 스타,민영,대구광역시 북구 칠성동2가 500-2번지 일원,2022-03-24,2022-04-04,2022-04-07,2022-04-14,http://dgstar-xi.co.kr
삼호 비스타동원,민영,"울산광역시 남구 삼호로 68(무거동, 삼호주공아파트)",2022-03-18,2022-03-28,2022-03-31,2022-04-06,http://www.dongwonapt.co.kr/samho/
제일풍경채 검단Ⅱ,민영,인천광역시 서구 불로동 AB18BL,2022-03-29,2022-04-08,2022-04-12,2022-04-20,http://jeil-gd2.co.kr
이천 백사지구 1BL 신안실크밸리,민영,경기도 이천시 백사면 모전리 1-11외 33필지,2022-03-25,2022-04-04,2022-04-06,2022-04-12,http://silkvalley-ic.co.kr/
힐스테이트 검단 웰카운티(공공분양주택),국민,인천광역시 서구 불로동 116(검단신도시 AA16BL),2022-03-25,2022-04-11,2022-04-13,2022-04-19,https://www.hillstate.co.kr/s/#gumdan_wellcounty
힐스테이트 검단 웰카운티(민영주택),민영,인천광역시 서구 불로동 116(검단신도시 AA16BL),2022-03-25,2022-04-11,2022-04-13,2022-04-19,https://www.hillstate.co.kr/s/#gumdan_wellcounty
검단역 금강펜테리움 더 시글로 2차,민영,인천광역시 서구 검단신도시 RC4BL 주상복합용지,2022-03-31,2022-04-11,2022-04-13,2022-04-19,http://www.gd-siglo2.co.kr
화순3차 한국아델리움,민영,전라남도 화순군 화순읍 교리 98번지일원,2022-03-24,2022-04-04,2022-04-06,2022-04-14,http://www.화순한국아델리움.com/
부암2차 비스타동원 아트포레,민영,부산광역시 부산진구 부암동 298-163번지 일원,2022-03-28,2022-04-07,2022-04-12,2022-04-18,http://www.dongwonapt.co.kr/buam2/
힐스테이트 세운 센트럴 2단지,민영,서울특별시 중구 입정동 2-4번지 일원,2022-04-08,2022-04-18,2022-04-21,2022-04-28,https://www.hillstate-hec.co.kr/sewoon
힐스테이트 세운 센트럴 1단지,민영,서울특별시 중구 입정동 189-1번지 일원,2022-04-08,2022-04-18,2022-04-21,2022-04-27,https://www.hillstate-hec.co.kr/sewoon
더 트루엘 포항,민영,경상북도 포항시 남구 오천읍 구정리 528-9번지 일원,2022-03-15,2022-03-25,2022-03-29,2022-04-04,http://www.더트루엘포항.com
가야 봄여름가을겨울,민영,부산광역시 부산진구 가야동 585,2022-03-11,2022-03-21,2022-03-24,2022-03-30,http://www.가야봄여름가을겨울.com
마크원 순천,민영,전라남도 순천시 강변로 893(석현동),2022-05-06,2022-05-16,2022-05-19,2022-05-25,http://마크원순천.com
가락마을7단지 중흥S-클래스 프라디움,민영,"세종특별자치시 마음안로 13(고운동, 가락마을7단지)",2022-03-11,2022-03-21,2022-03-23,2022-03-30,http://세종가락프라디움.com
가락마을6단지 중흥S-클래스 프라디움,민영,"세종특별자치시 마음로 14(고운동, 가락마을6단지)",2022-03-11,2022-03-21,2022-03-23,2022-03-30,http://세종가락프라디움.com
서울대입구역 더하이브 센트럴,민영,서울특별시 관악구 봉천동 37-83번지 일원,2022-03-24,2022-04-04,2022-04-07,2022-04-13,http://thehive-central.co.kr
안양역 푸르지오 더샵,민영,경기도 안양시 만안구 안양동 97-3번지 일원,2022-03-17,2022-03-28,2022-03-31,2022-04-06,https://www.prugio.com/ht/2022/anyang/
휴안 더갤러리 오라,민영,"제주특별자치도 제주시 오라이동 1364-1, 1364-3번지",2022-03-14,2022-03-24,2022-03-25,2022-03-31,https://huan-housing.co.kr/
작전역 베네하임 더윈,민영,인천광역시 계양구 작전동 415,2022-03-25,2022-04-04,2022-04-07,2022-04-13,http://www.베네하임더윈.com/
봉담 파라곤,민영,경기도 화성시 봉담읍 동화리 228번지 일원(동화3지구 지역주택조합 공동주택 건설사업) ,2022-05-20,2022-05-30,2022-06-03,2022-06-10,http://bdparagon.com
한화 포레나 미아,민영,서울특별시 강북구 솔샘로 265일대(미아동 705-1일원),2022-03-24,2022-04-04,2022-04-07,2022-04-13,https://hanwha.forena.co.kr/mia
울산 베스티안,민영,울산광역시 동구 전하동 681-1,2022-03-11,2022-03-21,2022-03-23,2022-03-29,http://www.ilhwacons.co.kr
라데사 포레 매곡,민영,"광주광역시 북구 하백로5번길 34(매곡동, 라데사 포레 매곡)",2022-02-24,2022-03-07,2022-03-11,2022-03-17,http://ladesa.co.kr
구서 태성에버리치,민영,부산광역시 금정구 구서동 162-9,2022-03-25,2022-04-04,2022-04-07,2022-04-13,
창원 롯데캐슬 프리미어,민영,경상남도 창원시 마산합포구 노산서18길 80(교방동),2022-02-25,2022-03-07,2022-03-08,2022-03-15,
서대전 한국아델리움,민영,대전광역시 중구 당디로124번길 13-1(유천동),2022-03-04,2022-03-14,2022-03-17,2022-03-23,http://www.seodaejeon-adelium.com/
칸타빌 수유팰리스,민영,서울특별시 강북구 수유동 179-2외 4필지,2022-02-18,2022-02-28,2022-03-04,2022-03-11,http://cantavilsuyu.co.kr
수성 센트레빌 어반포레,민영,대구광역시 수성구 파동 328-1번지 일원,2022-02-18,2022-02-28,2022-03-04,2022-03-14,
KTX송도역 서해그랑블 더 파크,민영,인천광역시 연수구 옥련동118-46번지 일원,2022-02-23,2022-03-07,2022-03-11,2022-03-17,http://sd2seohai.co.kr/
당진 수청2지구 RH-3블록 호반써밋 시그니처 3차,민영,충청남도 당진시 수청동 당진수청2지구 RH-3블럭,2022-03-04,2022-03-14,2022-03-16,2022-03-22,http://www.hobansummit-dj3.co.kr
광주 화정 골드클래스 2차,민영,광주광역시 서구 화정동 23-191번지 일원,2022-02-25,2022-03-07,2022-03-11,2022-03-17,http://hj2-goldclass.com
더샵 노형포레,민영,제주특별자치도 제주시 노형동 460번지 외 5필지,2022-02-18,2022-02-28,2022-03-02,2022-03-10,http://thesharp-jeju.co.kr
더샵 연동포레,민영,제주특별자치도 제주시 연동1342번지 외6필지,2022-02-18,2022-02-28,2022-03-02,2022-03-08,http://thesharp-jeju.co.kr
연동 해모로 루민 201동,민영,"제주특별자치도 제주시 연동4길 6-11(연동, 정한빌라)",2022-02-25,2022-03-07,2022-03-08,2022-03-15,http://www.연동해모로.com
연동 해모로 루민 101동,민영,"제주특별자치도 제주시 연동4길 12-11(연동, 우주빌라)",2022-02-25,2022-03-07,2022-03-08,2022-03-16,http://www.연동해모로.com
제주시 신일 해피트리 더 힐,민영,제주특별자치도 제주시 조천읍 신촌리 951번지 일원,2022-03-03,2022-03-14,2022-03-15,2022-03-21,http://제주시해피트리.com/
힐스테이트 구리역,민영,경기도 구리시 수택동 532번지 일원,2022-02-17,2022-02-28,2022-03-04,2022-03-11,http://www.hillstate.co.kr/s/#guri
대전 도마·변동 11구역 호반써밋 그랜드 센트럴,민영,대전광역시 서구 도마동 145-8번지 일원,2022-02-11,2022-02-21,2022-02-24,2022-03-04,http://www.hobansummit-dmbd.co.kr/
파주운정3지구 A42블록 신영지웰 운정신도시,민영,경기도 파주시 동패동 701-2,2022-02-25,2022-03-10,2022-03-14,2022-03-18,http://uj.g-well.co.kr/
신양주 모아엘가 니케,민영,경기도 양주시 백석읍 홍죽리 산1-12번지 외 2필지,2022-02-18,2022-02-28,2022-03-03,2022-03-10,http://yangju.moaelgaa.co.kr/
힐스테이트 레이크 송도 4차,민영,인천광역시 연수구 송도동 397-2,2022-02-11,2022-02-21,2022-02-23,2022-03-02,https://www.hillstate.co.kr/s/#lake_songdo4
제주 더 힐 테라스,민영,제주특별자치도 애월읍 광령리 2680-2 일원,2022-02-18,2022-03-02,2022-03-03,2022-03-10,http://www.jejuthehill.com
장흥 줌파크 더 센트로,민영,전라남도 장흥군 장흥읍 건산리 500-15번지 일원,2022-02-18,2022-02-23,2022-02-25,2022-03-04,http://jh-zoompark.co.kr/
서광교 파크뷰,민영,수원시 장안구 연무동 18-2 외 2필지,2022-03-11,2022-03-21,2022-03-24,2022-03-30,http://sgg-parkview.com
이천 마장택지지구 B1블럭 휴먼빌까사포레,민영,경기도 이천시 마장택지지구 B1블럭 (마장면 양촌리 354),2022-02-24,2022-03-10,2022-03-14,2022-03-18,http://www.휴먼빌까사포레.kr
엘리프세종6-3,국민,세종특별자치시 산울동 일원(행정중심복합도시 6-3 M4블록),2022-02-22,2022-03-04,2022-03-08,2022-03-15,http://www.엘리프세종6-3.com/
도램마을13단지 중흥S-클래스 그린카운티,국민,"세종특별자치시 보람로 95(도담동, 도램마을13단지)",2022-02-04,2022-02-14,2022-02-16,2022-02-22,https://www.dr13-sclass.com
신영지웰 에스테이트 개봉역,민영,서울특별시 구로구 개봉동 171-2번지 일원,2022-02-17,2022-02-28,2022-03-04,2022-03-11,http://지웰에스테이트개봉역.com
e편한세상 안성 그랑루체,민영,경기도 안성시 당왕동 42번지 일원,2022-02-18,2022-02-28,2022-03-04,2022-03-11,https://www.dlcon-apt.co.kr/
평택화양 휴먼빌 퍼스트시티,민영,경기도 평택시 현덕면 화양길 94-39(평택화양지구 7-1BL),2022-02-11,2022-02-21,2022-02-24,2022-03-03,http://pt-humanvill.com
힐스테이트 통영,민영,경상남도 통영시 광도면 죽림리 327번지 일원,2022-02-18,2022-02-28,2022-03-03,2022-03-10,https://www.hillstate-hec.co.kr/tongyeong
충주 예성세경아파트,국민,충청북도 충주시 호암동 542-18외 3필지 예성세경아파트,2022-02-18,2022-03-02,2022-03-04,2022-03-11,http://www.saekyung.co.kr
내포신도시 모아미래도 메가시티 2차,민영,충청남도 홍성군 홍북읍 신경리 947-1(내포신도시 RH5-3블럭),2022-02-10,2022-02-21,2022-02-24,2022-03-03,http://www.np2-miraedo.com
한화 포레나 청주매봉,민영,충청북도 청주시 서원구 모충동 산62-10 일원,2022-02-03,2022-02-14,2022-02-17,2022-02-23,https://hanwha.forena.co.kr/cheongju/
충주 세경아파트,국민,충청북도 충주시 호암동 542-1외 1필지 세경아파트,2022-02-04,2022-02-14,2022-02-16,2022-02-22,https://saekyung.co.kr
시지 라온프라이빗,민영,대구광역시 수성구 신매동 69번지 일원,2022-03-18,2022-03-28,2022-03-31,2022-04-06,http://www.sj-raon.com 
지제역 푸르지오 엘리아츠,민영,경기도 평택시 동삭세교지구 도시개발구역 공동1블록 ,2022-02-10,2022-02-21,2022-02-24,2022-03-03,https://www.prugio.com/hb/2022/jije
센트레빌 아스테리움 영등포,민영,서울특별시 영등포구 영등포동2가 439번지 일대,2022-02-11,2022-02-21,2022-02-24,2022-03-03,http://centreville-asterium.co.kr
포항자이 디오션,민영,경상북도 포항시 북구 항구동 17-358번지 일원,2022-02-10,2022-02-21,2022-02-23,2022-03-02,http://pohangxi-theocean.com
오산세교 한양수자인,민영,경기도 오산시 서동 7-5번지 일원(서1구역 A2블럭),2022-02-11,2022-02-21,2022-02-24,2022-03-03,http://sujain-os.co.kr/
화성비봉 공공주택지구 B2블록 호반 써밋,민영,경기도 화성시 화성비봉 공공택지지구 B2블록,2022-01-28,2022-02-07,2022-02-09,2022-02-15,http://hobansummit-hsbb.co.kr
광주 백운광장역 천년가 헤리시티,민영,광주광역시 남구 백운동 634-1번지 일원,2022-01-28,2022-02-14,2022-02-17,2022-02-23,http://천년가헤리시티.com
송도 Luxe Ocean SK VIEW,민영,"인천광역시 연수구 송도동 396-1(송도랜드마크시티 6, 8공구 A9블록)",2022-01-20,2022-02-07,2022-02-08,2022-02-14,http://www.sdsk.co.kr
의정부역 월드메르디앙 스마트시티,민영,경기도 의정부시 둔야로 19(의정부동),2022-02-18,2022-02-28,2022-03-03,2022-03-10,http://www.의정부역월드메르디앙스마트시티.com
달서 푸르지오 시그니처,민영,대구광역시 달서구 본리동 358-5,2022-02-03,2022-02-14,2022-02-17,2022-02-23,https://www.prugio.com/hc/2021/dalseo
이천 센트레빌 레이크뷰,민영,경기도 이천시 안흥동 320-1,2022-01-10,2022-01-20,2022-01-24,2022-01-28,http://www.ic-centreville.com
힐스테이트 몬테로이 3BL,민영,경기도 용인시 처인구 모현읍 왕산리 산25,2022-01-20,2022-02-03,2022-02-07,2022-02-16,https://www.hillstate.co.kr/s/#monteroi
힐스테이트 몬테로이 2BL,민영,경기도 용인시 처인구 모현읍 왕산리 산25,2022-01-20,2022-02-03,2022-02-07,2022-02-14,https://www.hillstate.co.kr/s/#monteroi
힐스테이트 몬테로이 1BL,민영,경기도 용인시 처인구 모현읍 왕산리 산25,2022-01-20,2022-02-03,2022-02-07,2022-02-15,https://www.hillstate.co.kr/s/#monteroi
두산위브 광주센트럴파크,민영,경기도 광주시 탄벌동 437-1,2022-02-03,2022-02-14,2022-02-17,2022-02-23,http://두산위브광주센트럴파크.com/
나나바루아아파트 102동,민영,"대구광역시 남구 대명로 69(대명동, 나나바루아 아파트)",2022-01-07,2022-01-17,2022-01-20,2022-01-26,https://nanahouse2011.modoo.at
해링턴 플레이스 휴리움,민영,대전광역시 중구 선화동 339-55번지 일원,2022-02-11,2022-02-21,2022-02-24,2022-03-03,http://harrington-huerium.com
한화 포레나 포항 2차,민영,경상북도 포항시 북구 흥해읍 학천리 21번지 일원,2022-01-21,2022-02-04,2022-02-08,2022-02-14,https://hanwha.forena.co.kr/pohang2nd
신경주역 더 메트로 줌파크,민영,경상북도 경주시 건천읍 신경주역세권 B1BL,2022-02-04,2022-02-14,2022-02-16,2022-02-22,http://신경주줌파크.com/
첨단 프라임시티 서희스타힐스,민영,광주광역시 북구 용두동 435-1번지 외 일원,2022-02-25,2022-03-07,2022-03-11,2022-03-17,http://primecity-seohee.com
더샵 청주그리니티,민영,충청북도 청주시 서원구 개신동 산104-6번지 일원,2022-01-26,2022-02-07,2022-02-10,2022-02-16,https://www.더샵청주그리니티.com
래미안 포레스티지,민영,부산광역시 동래구 온천동 100-13번지 및 금정구 장전동 511-2번지 일원,2021-12-31,2022-01-13,2022-01-18,2022-01-24,https://www.raemian.co.kr
광주 방림 골드클래스,민영,광주광역시 남구 방림동 1-1번지 일원,2022-01-07,2022-01-17,2022-01-20,2022-01-26,http://br.goldclass.co.kr/
경주 엘크루 헤리파크,민영,경상북도 경주시 진현동 779-1일대,2021-12-27,2022-01-06,2022-01-10,2022-01-14,http://gyeongju-elcru.co.kr/
한화 포레나 천안노태 2단지,민영,충청남도 천안시 서북구 백석동 76-50일원,2022-01-13,2022-01-24,2022-01-27,2022-02-07,https://hanwha.forena.co.kr/notae/
