name,division,location,notice_date,start_day,end_day,release_date,rink
양평역 한라비발디 1단지,민영,양근리 산 24-41번지 일원,2021-02-19,2021-03-03,2021-03-05,2021-03-11,http://halla-yangpyeong.co.kr
김천더테라스휴,민영,경상북도 김천시 어모면 중왕리 686-1번지,2021-02-19,2021-03-02,2021-03-04,2021-03-10,http://www.terrace-hue.com
더샵 오포센트리체,민영,경기도 광주시 오포읍 고산리 333번지 일원(고산1지구 C2블록),2021-02-08,2021-02-18,2021-02-23,2021-03-02,https://www.더샵오포센트리체.com/
평택지제역자이,민영,경기도 평택시 영신지구 도시개발사업구역 A3BL,2021-07-23,2021-08-03,2021-08-06,2021-08-12,http://www.jije-xi.co.kr
아산 탕정 삼성트라팰리스,민영,충청남도 아산시 탕정면 탕정면로 37 (탕정삼성트라팰리스아파트),2021-02-08,2021-02-18,2021-02-19,2021-02-25,
순천 연향 송보파인빌,국민,"전라남도 순천시 구암3길 22 (연향동, 송보파인빌아파트)",2021-02-08,2021-02-18,2021-02-23,2021-03-02,
심곡본동 한울에이치밸리움 디그니어스,민영,경기도 부천시 심곡본동 660-2,2021-02-16,2021-02-26,2021-03-04,2021-03-10,http://h밸리움.com
대림 퍼스트 앤빌,민영,충청북도 충주시 앙성면 용대리 668번지 외 1,2021-02-16,2021-02-26,2021-03-03,2021-03-09,https://yongsungmin.wixsite.com/website
한화 포레나 수원장안,민영,경기도 수원시 장안구 파장동 193번지 일원,2021-02-08,2021-02-18,2021-02-23,2021-03-02,https://hanwha.forena.co.kr/suwon/
e편한세상 영종국제도시 센텀베뉴,민영,인천광역시 중구 중산동1871-1,2021-01-29,2021-02-15,2021-02-17,2021-02-23,https://www.elife.co.kr
양주 옥정 the1 파크빌리지,민영,경기도 양주시 옥정동 옥정택지개발지구 A-23블럭,2021-01-29,2021-02-08,2021-02-10,2021-02-18,http://yj-the1.co.kr
순창 남양 휴튼,민영,전라북도 순창군 순창읍 교성리 376번지외 15필지,2021-01-19,2021-01-25,2021-01-27,2021-02-02,http://www.sc-huton.com
더샵 송도 마리나베이,민영,"인천광역시 연수구 랜드마크로 160 (송도동, 더샵 송도 마리나베이)",2021-02-09,2021-02-19,2021-02-23,2021-03-02,http://www.더샵송도마리나베이.com
대봉교역 금호어울림 에듀리버,민영,대구광역시 남구 이천동 281-1번지 일원,2021-02-19,2021-03-03,2021-03-08,2021-03-12,https://www.dbgkhapt.com
대구역 SD아이프라임,민영,대구광역시 북구 칠성남로38길 30 (칠성동2가),2021-04-09,2021-04-19,2021-04-22,2021-04-28,https://sd-iprime.com/
세종 리첸시아 파밀리에 H3블록,민영,"세종특별자치시 산울동 303-5(세종6-3생활권, H3블록)",2021-01-22,2021-02-01,2021-02-03,2021-02-09,https://sejongkhapt.com/
세종 리첸시아 파밀리에 H2블록,민영,"세종특별자치시 산울동 산 10(세종6-3생활권, H2블록)",2021-01-22,2021-02-01,2021-02-03,2021-02-09,https://sejongkhapt.com/
가평자이,민영,경기도 가평군 가평읍 대곡리 390-2번지 외,2021-01-22,2021-02-01,2021-02-03,2021-02-10,http://가평자이.kr
목포 한양립스 더 포레,민영,전라남도 목포시 석현동 986번지 일원,2021-01-22,2021-02-01,2021-02-03,2021-02-10,http://www.목포한양립스.com
증평 대성베르힐리오파크,국민,충청북도 증평군 증평읍 북부두름길 80 (대성베르힐리오파크아파트),2021-01-18,2021-01-28,2021-02-01,2021-02-05,http://jp.verthill.com
e편한세상 가평 퍼스트원,민영,경기도 가평군 가평읍 대곡리 480,2021-01-19,2021-01-29,2021-02-02,2021-02-08,https://www.elife.co.kr
수성 더팰리스 푸르지오 더샵,민영,대구광역시 수성구 파동로 192-1 (파동),2021-01-21,2021-02-01,2021-02-04,2021-02-10,https://www.prugio.com/house/2020/suseong
송도자이 크리스탈오션,민영,인천광역시 연수구 송도동 396-7,2021-01-15,2021-01-27,2021-01-29,2021-02-04,http://songdo-xi.com
동서산영무예다음,민영,충청남도 서산시 음암면 부장리 1000,2021-01-15,2021-01-26,2021-01-27,2021-02-02,https://www.동서산영무예다음.com
운암동 한국아델리움57 에듀힐즈,민영,광주광역시 북구 서암대로 53 (운암동),2021-01-08,2021-01-18,2021-01-21,2021-01-27,http://unam-adelium57.com/
안락 스위첸,민영,부산광역시 동래구 연안로59번길 92-11 (안락동),2021-03-19,2021-03-29,2021-04-01,2021-04-08,http://allak.switzen.com
모티 더베스트빌,민영,부산광역시 동구 수정동로16번길 9 (수정동),2021-01-07,2021-01-18,2021-01-21,2021-01-27,
통영 더유엘윈썸,민영,경상남도 통영시 용남면 원평리 260번지,2021-01-04,2021-01-14,2021-01-15,2021-01-21,http://www.theyuelwinsome.com
다산 월드메르디앙 엔라체,민영,경상북도 고령군 다산면 상곡리 441-10,2021-02-08,2021-02-18,2021-02-22,2021-02-26,http://www.다산월드메르디앙.com
구미IC 광신프로그레스,민영,경상북도 구미시 칠성로 58-1 (원평동),2020-12-30,2021-01-11,2021-01-13,2021-01-19,http://gmic-gwangshin.com
의정부 고산 수자인 디에스티지 C4BL,민영,경기도 의정부시 의정부고산지구내 C4BL,2021-01-08,2021-01-18,2021-01-20,2021-01-26,http://www.sujain-gs.co.kr
의정부 고산 수자인 디에스티지 C3BL,민영,경기도 의정부시 의정부고산지구내 C3BL,2021-01-08,2021-01-18,2021-01-20,2021-01-27,http://www.sujain-gs.co.kr
의정부 고산 수자인 디에스티지 C1BL,민영,경기도 의정부시 의정부고산지구내 C1BL,2021-01-08,2021-01-18,2021-01-20,2021-01-28,http://www.sujain-gs.co.kr
더샵 지제역 센트럴파크2BL,민영,"경기도 평택시 지제동삭2로 177 (동삭동, The Sharp 지제역 센트럴파크 2BL)",2021-01-28,2021-02-08,2021-02-10,2021-02-18,http://thesharp-jijecentralpark2.kr
구례 골든캐슬,민영,전라남도 구례군 구례읍 봉동골목길 28,2021-01-12,2021-01-22,2021-01-25,2021-01-29,
의정부고산 S3BL 공공분양주택,국민,경기도 의정부시 의정부고산 공공주택지구 내 S3블록,2020-12-30,2021-01-13,2021-01-14,2021-02-02,https://apply.lh.or.kr
KTX포항역 삼구 트리니엔,민영,경상북도 포항시 북구 흥해읍 이인리 이인지구 도시개발사업구역 24B 1L~5L,2020-12-31,2021-01-13,2021-01-15,2021-01-21,http://www.ktx-trinin.co.kr
고양지축 A-2블록 신혼희망타운(공공분양),국민,경기도 고양시 덕양구 지축동 일원,2020-12-29,2021-01-12,2021-01-13,2021-01-20,https://apply.lh.or.kr
부산범천2 1블록(LH센트럴힐) 공공분양주택,국민,부산광역시 부산진구 범천동 1123-124번지 일원,2020-12-31,2021-01-13,2021-01-15,2021-01-22,https://apply.lh.or.kr
장항지구 A-5블록 신혼희망타운,국민,장항지구 A-5블록 ,2020-12-29,2021-01-12,2021-01-14,2021-01-22,https://apply.lh.or.kr
장항지구 A-4블록 신혼희망타운,국민,고양 장항 A-4블록 ,2020-12-29,2021-01-12,2021-01-14,2021-01-21,https://apply.lh.or.kr
의귀리 국민임대주택,국민,제주특별자치도 서귀포시 남원읍 의귀로 102,2020-12-29,2021-01-11,2021-01-12,2021-04-29,http://www.jpdc.co.kr
일신건영휴먼하임,민영,경기도 부천시 괴안동2외 4필지 ,2020-12-28,2021-01-07,2021-01-11,2021-01-15,http://www.광한재건축조합.kr
위례자이 더 시티,국민,경기도 성남시 수정구 창곡동 512 (위례신도시 A2-6BL),2020-12-29,2021-01-11,2021-01-13,2021-01-19,http://wirye-xi-thecity.com/
한양수자인2차아파트,민영,충청남도 아산시 배방읍 북수로 31 (한양수자인 2차아파트),2020-12-24,2021-01-05,2021-01-07,2021-01-14,https://cafe.naver.com/asanhanyang2
충무동 마린힐즈,민영,경상남도 창원시 진해구 충장로52번길 3 (충무동),2020-12-31,2021-01-11,2021-01-13,2021-01-19,
포천 송우 1 서희스타힐스,민영,경기도 포천시 소흘읍 송우리 257-5번지일원,2021-02-10,2021-02-16,2021-02-18,2021-02-24,https://www1729.modoo.at
아산 삼부르네상스 더힐,민영,충청남도 아산시 신창면 남성리 140번지,2020-12-23,2021-01-04,2021-01-06,2021-01-12,http://www.아산삼부르네상스더힐.com
강릉자이 파인베뉴,민영,강원도 강릉시 남부로63번안길 7-9 (내곡동),2020-12-31,2021-01-11,2021-01-13,2021-01-19,http://k-xi.co.kr/web/
태화강 유블레스 센트럴파크,민영,울산광역시 중구 우정동 187-3,2021-02-08,2021-02-22,2021-02-24,2021-03-03,http://www.taehwagang-ubless.co.kr
더 리미티드,민영,광주광역시 서구 농성동 415-55번지 일원,2020-12-21,2020-12-31,2021-01-05,2021-01-11,http://the-limited.com/final/
흥해 서희스타힐스 더 캐슬,민영,남성리 남옥지구 B블록 1롯트,2020-12-24,2021-01-05,2021-01-07,2021-01-13,http://흥해서희스타힐스더캐슬.com/
판교밸리자이 3단지,민영,경기도 성남수정구 고등동 601,2020-12-28,2021-01-07,2021-01-12,2021-01-18,http://pangyo-xi.co.kr/
판교밸리자이 2단지,민영,경기도 성남수정구 고등동 585,2020-12-28,2021-01-07,2021-01-12,2021-01-18,http://pangyo-xi.co.kr/
판교밸리자이 1단지,민영,경기도 성남수정구 고등동 582,2020-12-28,2021-01-07,2021-01-12,2021-01-18,http://pangyo-xi.co.kr/
부평 캐슬앤더샵 퍼스트,민영,인천광역시 부평구 청천동 104번지 일원,2020-12-30,2021-01-11,2021-01-14,2021-01-21,http://www.lottecastle.co.kr
양주회천 A17블록 신혼희망타운(공공분양),국민,"경기도 양주시 고암동, 덕계동, 덕정동, 산북동, 회정동 일원 양주회천택지개발지구 내 A17블록",2020-12-18,2020-12-28,2020-12-31,2021-01-05,
오성 센트럴아파트,민영,경상남도 밀양시 교동 885-2 외 2필지,2020-12-24,2021-01-04,2021-01-06,2021-01-12,
영천 아이존빌 스타,국민,"경상북도 영천시 창신1길 35 (망정동, 아이존빌스타아파트)",2020-12-18,2020-12-29,2020-12-31,2021-01-07,http://www.dscons.co.kr
한화 포레나 인천연수,민영,인천광역시 연수구 넘말로89번길 11 (선학동),2021-01-08,2021-01-18,2021-01-21,2021-01-27,https://hanwha.forena.co.kr/yeonsu/
더샵 디오션시티 2차,민영,전라북도 군산시 조촌동 2-28번지 일원,2021-02-09,2021-02-22,2021-02-24,2021-03-03,http://www.더샵디오션시티2차.com
힐스테이트 감삼 센트럴,민영,대구광역시 달서구 달구벌대로308길 36 (감삼동),2020-12-30,2021-01-11,2021-01-14,2021-01-20,http://www.gamsam-central.co.kr
힐스테이트 용인 둔전역,민영,경기도 용인처인구 고림동 503-38,2021-02-09,2021-02-22,2021-02-25,2021-03-04,http://www.hillstate.co.kr/s/#dunjeon_station
고덕신도시 EBC-2BL  힐스테이트 고덕 센트럴,민영,경기도 평택시 고덕면 고덕국제화지구EBC-2BL,2020-12-18,2020-12-28,2020-12-30,2021-01-08,http://hillstate-goduk.com
힐스테이트 리슈빌 강일,민영,서울특별시 강동구 강일동 고덕강일공공주택지구 5블럭,2020-12-18,2020-12-28,2020-12-30,2021-01-07,https://www.hillstate.co.kr/s/#richeville_gangil
화성 봉담2지구 C-1블록 중흥S-클래스,민영,경기도 화성시 봉담2지구 C-1블록,2020-12-18,2020-12-28,2020-12-30,2021-01-07,http://www.bdsclass.com/
화성 봉담2지구 A-5블록 중흥S-클래스,민영,경기도 화성시 봉담2지구 A-5블록,2020-12-18,2020-12-28,2020-12-30,2021-01-08,http://www.bdsclass.com/
파주연풍 양우내안애 에코하임,민영,경기도 파주시 파주읍 연풍리 103-24번지 일원,2020-12-14,2020-12-24,2020-12-29,2021-01-05,http://연풍양우내안애.com
충북 진천음성 혁신도시 C3블럭 동일하이빌 파크테라스,민영,충청북도 진천군 덕산읍 두촌리 3145번지,2020-12-11,2020-12-22,2020-12-24,2020-12-31,http://www.동일하이빌파크테라스.kr
봉담자이 라피네,민영,경기도 화성시 봉담 동화지구 A-3블록,2021-05-14,2021-05-24,2021-05-27,2021-06-02,http://www.bongdam-xi-raffiner.com
안동용상 풍림아이원 리버파크,민영,경상북도 안동시 성곡천길 49 (용상동),2020-12-28,2021-01-11,2021-01-13,2021-01-19,http://iwantriverpark.co.kr
e편한세상 단양 리버비스타,민영,충청북도 단양군 단양읍 659-2번지 일원,2020-12-11,2020-12-21,2020-12-23,2020-12-30,http://www.daelimcon-apt.co.kr
가야산 한라비발디 프리미어,민영,전라남도 광양시 광영동 378번지,2020-12-18,2020-12-28,2020-12-30,2021-01-06,http://halla-gayasan.co.kr/
서울양원 S1BL 행복주택,국민,서울특별시 중랑구 양원역로 110 (망우동),2020-12-03,2020-12-14,2020-12-18,2021-04-02,
연산포레 서희스타힐스,민영,부산광역시 연제구 연산동 1135-227외 63필지,2021-02-08,2021-02-18,2021-02-23,2021-03-02,http://yeonsan-fore.co.kr
완주 삼봉지구 B-3블록 중흥S-클래스 에듀파크,민영,전라북도 완주군 삼례읍 수계리 100-3,2020-12-11,2020-12-21,2020-12-23,2020-12-30,http://wjsclass.com/
가경 아이파크 5단지,민영,가경동 633-5번지 일원,2020-12-18,2020-12-28,2020-12-31,2021-01-07,http://hdc.i-park.com/gagyeong5
e편한세상 부평 그랑힐스,민영,인천광역시 부평구 청천동 36-3번지 일대,2020-12-31,2021-01-11,2021-01-14,2021-01-20,https://www.elife.co.kr/Posm_list01.action?commonMap.CD_BIZ_LND=090107
e편한세상 금산 프라임포레,민영,충청남도 금산군 금산읍 양지리 18,2020-12-09,2020-12-17,2020-12-18,2020-12-28,http://www.daelimcon-apt.co.kr/
수서역세권A-3BL 행복주택,국민,서울특별시 강남구 자곡동347-5번지 일원,2020-12-03,2020-12-14,2020-12-18,2021-04-16,https://apply.lh.or.kr
수서역세권A-1BL 행복주택,국민,서울특별시 강남구 자곡동 335번지 일원,2020-12-03,2020-12-14,2020-12-18,2021-04-16,https://apply.lh.or.kr
중앙로역 푸르지오 더 센트럴,민영,대구광역시 중구 서성로 62 (서성로1가) 101-1 일원,2020-12-11,2020-12-22,2020-12-24,2020-12-31,http://jungangno-prugio.com/
구미 확장단지 중흥S클래스 에듀포레,민영,경상북도 구미시 산동면 인덕리 1116,2020-12-18,2020-12-29,2020-12-31,2021-01-07,http://www.gm-sclass.com/
선교2차 우방아이유쉘 리포레,민영,광주광역시 동구 선교지구 2BL,2020-12-11,2020-12-21,2020-12-23,2020-12-30,http://seongyo2.iusell.co.kr/
완주복합행정타운 모아미래도 센트럴시티 1차,민영,전라북도 완주군 용진읍 운곡리 산106-3,2020-12-08,2020-12-18,2020-12-22,2020-12-29,http://wanju.miraedo.com/
힐스테이트포항,민영,"경상북도 포항남구 오천읍 원리1566, 1566-1",2020-11-30,2020-12-10,2020-12-14,2020-12-18,https://www.hillstate.co.kr/s/#pohang
DS 더 웰가,민영,경기도 군포시 당동 747-5,2020-11-27,2020-12-08,2020-12-10,2020-12-17,
힐스테이트 첨단,민영,광주광역시 광산구 첨단중앙로182번길 8 (쌍암동),2020-12-04,2020-12-14,2020-12-16,2020-12-22,https://www.hillstate.co.kr/s/#cheomdan
포항 양학 신원아침도시 퀘렌시아,민영,"경상북도 포항시 북구 양학로 35 (득량동, 득량아파트)",2020-11-27,2020-12-08,2020-12-10,2020-12-16,http://포항양학신원아침도시.com/
중산자이 2단지,민영,경상북도 경산시 중산동 400-1번지 일원,2020-11-27,2020-12-07,2020-12-09,2020-12-16,http://js-xi.com
중산자이 1단지,민영,경상북도 경산시 중산동 230번지,2020-11-27,2020-12-07,2020-12-09,2020-12-15,http://js-xi.com
동성로 SK Leaders' VIEW,민영,대구광역시 중구 삼덕동2가 5번지 일원,2020-12-10,2020-12-21,2020-12-23,2020-12-30,http://www.dg-skleadersview.co.kr
양평 다문지구 반도유보라 아이비파크,민영,경기도 양평군 용문면 다문리 213번지 일원,2020-11-27,2020-12-07,2020-12-09,2020-12-15,http://www.yp-ubora.co.kr/
서대구역 화성파크드림,민영,대구광역시 서구 국채보상로37안길 22 (평리동),2020-12-11,2020-12-21,2020-12-23,2020-12-30,http://seodaegu-parkdream.com/
화성남양 시티프라디움 4차,민영,경기도 화성시 남양뉴타운 도시개발사업지구 B-14블록,2020-12-03,2020-12-14,2020-12-17,2020-12-23,http://www.화성남양시티프라디움4차.com/
두산위브더제니스 센트럴 사하,민영,부산광역시 사하구 장림1동 740번진 일원,2020-12-04,2020-12-14,2020-12-16,2020-12-22,http://www.두산위브더제니스센트럴사하.com/
오산 롯데캐슬 스카이파크,민영,경기도 오산시 원동 712-1번지 일원,2020-11-27,2020-12-07,2020-12-10,2020-12-16,http://오산롯데캐슬스카이파크.com/
여수 한국아델리움 오션프랑,민영,전라남도 여수시 광무동 504번지 일원,2020-12-08,2020-12-18,2020-12-22,2020-12-29,http://yeosu-adelium.com
SH 위례지구 A1-5BL 공공분양,국민,서울특별시 송파구 거여동 651,2020-11-19,2020-12-10,2020-12-11,2020-12-16,http://www.i-sh.co.kr
SH 위례지구 A1-12BL 공공분양,국민,서울특별시 송파구 거여동 606번지,2020-11-19,2020-12-10,2020-12-11,2020-12-16,https://www.i-sh.co.kr
하당 제일풍경채 센트럴퍼스트,민영,전라남도 목포시 석현로25번길 15 (석현동),2020-11-27,2020-12-07,2020-12-09,2020-12-15,http://www.hd-jeil.co.kr
망우역 신원아침도시,민영,서울특별시 중랑구 신내동 488-1번지 외 2필지,2020-11-27,2020-12-07,2020-12-10,2020-12-17,http://www.망우역신원아침도시.com
아산탕정일반산업 D3-2블록 호반써밋,민영,충청남도 아산시 탕정면 갈산리 탕정일반산업단지 D3-2BL,2020-12-11,2020-12-22,2020-12-24,2021-01-06,http://hobansummit-astj.co.kr/intro/main/main.asp
아산탕정일반산업 D3-1블록 호반써밋,민영,충청남도 아산시 탕정면 갈산리 탕정일반산업단지 내 D3-1BL,2020-12-11,2020-12-22,2020-12-24,2021-01-06,http://hobansummit-astj.co.kr/intro/main/main.asp
아산탕정일반산업 D1-2블록 호반써밋,민영,충청남도 아산시 탕정면 갈산리 탕정일반산업단지 D1-2BL,2020-12-11,2020-12-22,2020-12-24,2021-01-06,http://hobansummit-astj.co.kr/intro/main/main.asp
경주 뉴센트로 에일린의 뜰,민영,경상북도 경주시 용강동 1612번지 외 1필지,2020-11-20,2020-12-02,2020-12-04,2020-12-10,http://www.gj-eileen.co.kr/
아산탕정일반산업 D1-1블록 호반써밋,민영,충청남도 아산시 탕정면 갈산리 탕정일반산업단지 D1-1BL,2020-12-11,2020-12-22,2020-12-24,2021-01-05,http://hobansummit-astj.co.kr/intro/main/main.asp
아산탕정일반산업 D2-1블록 호반써밋,민영,충청남도 아산시 탕정면 갈산리 탕정일반산업단지 D2-1BL,2020-12-11,2020-12-22,2020-12-24,2021-01-05,http://hobansummit-astj.co.kr/intro/main/main.asp
덕은 삼정그린코아 더베스트,민영,경기도 고양덕양구 덕은도시개발지구 주상1BL,2020-11-26,2020-12-07,2020-12-10,2020-12-17,http://덕은삼정그린코아.com/
원주태장2블록 행복주택 추가(예비)입주자 모집,국민,"강원도 원주시 치악로 1989 (태장동, 원주태장LH 천년나무6단지)",2020-11-10,2020-11-20,2020-11-30,2021-02-15,
고양 덕은지구 A3BL 호반써밋 DMC 힐즈,민영,경기도 고양덕양구 덕은동403-2번지 일원,2020-11-20,2020-12-02,2020-12-07,2020-12-11,http://www.hobansummit-dmc.co.kr/
쌍용 더 플래티넘 프리미어,민영,경기도 안성시 공도읍 승두리73,2020-11-17,2020-12-01,2020-12-04,2020-12-10,https://www.ssyapt.com/ansung
대구테크노폴리스 예미지 더 센트럴,민영,대구광역시 달성군 유가읍 봉리 660번지,2020-11-12,2020-11-23,2020-11-25,2020-12-02,
카이저 아파트,민영,충청북도 영동군 영동읍 동정로 56-4 (카이저),2020-11-19,2020-12-01,2020-12-03,2020-12-10,
광주운남1단지,국민,광주광역시 광산구,2020-11-11,2020-11-18,2020-11-19,2020-12-30,https://www.kohom.or.kr
이안 그랑센텀 천안,민영,충청남도 천안동남구 봉명동 62-53번지 일원,2020-11-13,2020-11-24,2020-11-26,2020-12-02,http://www.iaanca.com/
계룡대실지구 2블록 공공분양주택,국민,충청남도 계룡시 두마면 농소리 972,2020-12-09,2020-12-22,2020-12-23,2021-01-12,http://www.lh-gr2bl.co.kr
더샵 프리미엘,민영,대구광역시 북구 침산동 305-4번지,2020-11-13,2020-11-23,2020-11-25,2020-12-01,http://www.더샵프리미엘.kr
원주태장2지구 B-2 대원칸타빌 ,민영,강원도 원주시 태장2지구 B-2블럭(태장동 2737번지),2020-11-12,2020-11-24,2020-11-26,2020-12-02,https://www.wj-cantavil.co.kr
힐스테이트 남천역 더퍼스트,민영,부산광역시 수영구 남천동 340-1번지 외 1필지,2020-11-20,2020-12-02,2020-12-04,2020-12-10,https://www.hillstate-hec.co.kr/namcheon
대전 하늘채 스카이앤,민영,대전광역시 중구 선화동 106-1번지 일원,2020-11-19,2020-12-02,2020-12-07,2020-12-11,https://www.hanulche-skyand.com
광양 세미존서희스타힐스,민영,전라남도 광양시 광양읍 한려대길 15-24,2020-11-04,2020-11-17,2020-11-19,2020-11-25,http://광양세미존서희스타힐스.com
동대구 더 센트로 데시앙,민영,대구광역시 동구 신암동 415-1,2020-10-30,2020-11-11,2020-11-13,2020-11-19,http://동대구더센트로데시앙.com
쌍용 더 플래티넘 완도,민영,전라남도 완도군 완도읍 해변공원로 152,2020-11-26,2020-12-01,2020-12-03,2020-12-09,http://www.ssyapt.com/wando
화성시청역 서희스타힐스 4차 숲속마을,민영,경기도 화성시 남양읍 신남리 산96-8번지 일원,2020-11-23,2020-12-03,2020-12-08,2020-12-14,http://www.sn-starhills.co.kr
안양 광신프로그레스 리버뷰,민영,안양동 190-6번지 일원,2020-10-30,2020-11-10,2020-11-13,2020-11-19,http://www.gwangshin.co.kr
익산 수도산 광신프로그레스,민영,전라북도 익산시 동산동 158-12번지 외 93필지,2020-12-02,2020-12-14,2020-12-16,2020-12-22,http://sds-gwangshin.com
전주 서신동 플러스 리버하임,민영,전라북도 전주완산구 서신동 66-1일원,2020-11-05,2020-11-16,2020-11-18,2020-11-24,
부산해운대1단지(50년공임)예비,국민,"부산광역시 해운대구 대천로67번길 4 (좌동, 해운대주공아파트)",2020-11-13,2020-11-27,2020-11-30,2021-01-29,https://apply.lh.or.kr/LH/index.html#MN::CLCC_MN_0010:
남원 오투그란데 퍼스트시티,민영,전라북도 남원시 남문로 269-6 (신정동),2020-10-29,2020-11-10,2020-11-12,2020-11-18,http://www.jeilapt.com/
국제금융센터 퀸즈W,민영,부산광역시 남구 문현동 511-19 일원,2020-10-26,2020-11-05,2020-11-09,2020-11-13,http://www.퀸즈w.kr
충남 공주신금 우남퍼스트빌,국민,"충청남도 공주시 한적2길 51-14 (금흥동, 공주신금우남퍼스트빌)",2020-11-02,2020-11-12,2020-11-16,2020-11-20,https://www.woonam.co.kr
드림빌,민영,전라북도 군산시 옥서면 옥구저수지로 307 (드림빌),2020-10-26,2020-11-05,2020-11-09,2020-11-13,
금천 센트럴파크 스타힐스,민영,충청북도 청주상당구 금천동 149-11,2020-12-21,2020-12-31,2021-01-06,2021-01-12,https://cafe.naver.com/geumcheonseohee
완주 삼봉지구 우미린 에코포레,민영,전라북도 완주군 삼례읍 수계리 완주삼봉지구 B-1BL,2020-10-23,2020-11-03,2020-11-05,2020-11-11,https://www.lynn.co.kr
대청천 경동리인 뷰,민영,경상남도 김해시 신문동 1254,2020-10-23,2020-11-02,2020-11-04,2020-11-10,http://대청천경동리인뷰.com/
김해 주촌 일동미라주 더 네스트,민영,경상남도 김해시 주촌면 선지리 주천선천지구 89B-2L,2020-10-23,2020-11-02,2020-11-04,2020-11-10,http://www.일동미라주더네스트.com/
반정 아이파크 캐슬 4단지,민영,경기도 화성시 반정동 621-101 일원,2020-11-06,2020-11-16,2020-11-19,2020-11-26,http://hdc.i-park.com/banjung
평택 동문 굿모닝힐 맘시티 2차,민영,경기도 평택시 칠원동 신촌지구 A-3BL,2020-10-22,2020-11-02,2020-11-05,2020-11-11,http://ptmom2-dmapt.co.kr
김포마송지구 대방엘리움 더퍼스트,민영,경기도 김포시 통진읍 마송리 536,2020-10-30,2020-11-09,2020-11-11,2020-11-17,http://www.elium-ms.co.kr
구미 아이파크 더샵,민영,경상북도 구미시 금오산로2길 6 (원평동),2020-10-22,2020-11-03,2020-11-05,2020-11-11,http://hdc.i-park.com/gumi/
수유동 북한산 스카이뷰 아파트,민영,서울특별시 강북구 4.19로9길 18 (수유동),2020-10-26,2020-11-06,2020-11-10,2020-11-16,
여주역 휴먼빌,민영,경기도 여주시 교동 역세권 도시개발사업구역 1블럭,2020-11-20,2020-12-02,2020-12-04,2020-12-10,http://여주역휴먼빌.com/
별내자이 더 스타 아파트,민영,경기도 남양주시 별내동 999번지,2020-10-15,2020-10-26,2020-10-28,2020-11-03,http://www.gs-bl-xi.co.kr/
과천 르센토 데시앙,민영,경기도 과천시 과천지식정보타운 공공주택지구 S5BL,2020-10-22,2020-11-02,2020-11-04,2020-11-11,http://과천르센토데시앙.com
과천 푸르지오 어울림 라비엔오,민영,경기도 과천시 과천지식정보타운 공공주택지구 S4BL,2020-10-22,2020-11-02,2020-11-04,2020-11-10,http://www.prugio.com/house/2020/gwacheon3
과천 푸르지오 오르투스,민영,경기도 과천시 과천지식정보타운 공공주택지구 S1BL,2020-10-22,2020-11-02,2020-11-04,2020-11-12,http://www.prugio.com/house/2020/gwacheon2
의정부역 푸르지오 더 센트럴,민영,경기도 의정부시 의정부동 394-11번지 일원,2020-10-30,2020-11-10,2020-11-13,2020-11-19,http://www.prugio.com/house/2020/uijeongbu/
e편한세상 순천 어반타워,민영,전라남도 순천시 조곡동 634,2020-10-15,2020-10-27,2020-10-29,2020-11-04,https://www.elife.co.kr/Posm_list01.action?commonMap.CD_BIZ_LND=200017
모현 이지움,민영,전라북도 익산시 모현동 660-5,2020-10-15,2020-10-27,2020-10-29,2020-11-04,http://mh-easyum.co.kr/
안양리버자이르네,민영,"경기도 안양시 박달동 157-1,15,31번지",2020-10-15,2020-10-26,2020-10-29,2020-11-04,http://www.안양리버자이르네.com
감일 푸르지오 마크베르,민영,경기도 하남시 감일지구 내 주상복합용지 (주상1),2020-10-22,2020-11-03,2020-11-05,2020-11-13,http://www.prugio.com/main.aspx
행정중심복합도시 1-1생활권 M8블럭 세종 한림풀에버,민영,세종특별자치시 고운동 1411,2020-10-23,2020-11-03,2020-11-05,2020-11-12,http://sejong.hanlim-const.co.kr/
수성 센트럴 화성파크드림,민영,"대구광역시 수성구 중동 179번지, 179-3번지",2020-10-16,2020-10-27,2020-10-30,2020-11-05,http://www.suseong-parkdream.com
원종동 승윤노블리안 아파트,민영,경기도 부천시 원종동 159-1번지 외 7필지,2020-12-04,2020-12-14,2020-12-17,2020-12-23,http://www.syoon.co.kr
여주역 우남퍼스트빌,민영,경기도 여주시 교동 427-1번지 일원,2020-10-12,2020-10-22,2020-10-26,2020-10-30,http://yeoju.firstvill.co.kr/
위례 A3-3a블록 공공분양,국민,경기도 하남시 학암동 일원 위례택지개발지구 위례 A3-3a블록,2020-10-08,2020-10-20,2020-10-22,2020-11-02,http://www.lh.or.kr
당진 센트레빌 르네블루,민영,충청남도 당진시 당진수청1지구 43B-1L,2020-10-30,2020-11-09,2020-11-11,2020-11-17,http://www.dangjin-centreville.co.kr
삼계 삼정그린코아 더베스트,민영,경상남도 김해시 삼계동 1055번지,2020-10-21,2020-10-28,2020-10-30,2020-11-05,http://www.greencorebest-sg.co.kr/
익산 이지움 더 테라스 아트리체,민영,전라북도 익산시 팔봉동 343-2,2020-10-16,2020-10-27,2020-10-29,2020-11-05,http://easyumterrace.com/
